50,0
100,2
150,3
200,4
250,5
300,6
350,7
400,8
450,10
500,11
550,12
600,13
650,10
700,8
750,9
800,9
850,10
900,10
950,11
1000,11
1050,12
1100,13
1150,13
1200,14
1250,14
1300,15
1350,15
1400,16
1450,17
1500,17
1550,18
1600,18
1650,19
1700,20
1750,21
1800,21
1850,21
1900,21
1950,22
2000,23
2050,23
2100,24
2150,24
2200,25
2250,26
2300,26
2350,27
2400,27
2450,28
2500,28
2550,29
2600,29
2650,30
2700,31
2750,31
2800,32
2850,33
2900,33
2950,34
3000,35
3050,35
3100,36
3150,36
3200,37
3250,37
3300,40
3350,39
3400,39
3450,39
3500,40
3550,41
3600,41
3650,42
3700,42
3750,43
3800,44
3850,45
3900,45
3950,46
4000,47
4050,47
4100,48
4150,48
4200,49
4250,50
4300,50
4350,51
4400,51
4450,52
4500,53
4550,53
4600,54
4650,54
4700,55
4750,55
4800,56
4850,57
4900,57
4950,58
5000,59
5050,60
5100,61
5150,60
5200,61
5250,61
5300,62
5350,62
5400,63
5450,64
5500,64
5550,64
5600,67
5650,67
5700,67
5750,67
5800,68
5850,68
5900,69
5950,69
6000,70
6050,71
6100,72
6150,72
6200,73
6250,73
6300,74
6350,74
6400,76
6450,75
6500,76
6550,77
6600,78
6650,78
6700,79
6750,79
6800,80
6850,80
6900,81
6950,81
7000,82
7050,83
7100,87
7150,85
7200,85
7250,85
7300,86
7350,86
7400,87
7450,87
7500,88
7550,89
7600,90
7650,90
7700,91
7750,91
7800,92
7850,92
7900,93
7950,93
8000,94
8050,95
8100,95
8150,96
8200,97
8250,97
8300,99
8350,98
8400,99
8450,99
8500,100
8550,101
8600,101
8650,102
8700,103
8750,103
8800,104
8850,104
8900,105
8950,106
9000,106
9050,107
9100,107
9150,108
9200,111
9250,110
9300,110
9350,111
9400,111
9450,112
9500,113
9550,113
9600,114
9650,116
9700,119
9750,121
9800,117
9850,117
9900,117
9950,118
10000,119
10050,122
10100,121
10150,123
10200,121
10250,122
10300,122
10350,123
10400,124
10450,124
10500,125
10550,125
10600,126
10650,127
10700,127
10750,131
10800,129
10850,129
10900,130
10950,130
11000,130
11050,131
11100,132
11150,133
11200,133
11250,134
11300,134
11350,135
11400,135
11450,136
11500,136
11550,137
11600,138
11650,139
11700,141
11750,139
11800,140
11850,143
11900,142
11950,143
12000,145
12050,144
12100,146
12150,146
12200,146
12250,151
12300,151
12350,150
12400,147
12450,148
12500,149
12550,149
12600,150
12650,150
12700,151
12750,152
12800,153
12850,155
12900,156
12950,156
13000,158
13050,157
13100,157
13150,158
13200,159
13250,159
13300,161
13350,161
13400,161
13450,162
13500,165
13550,169
13600,168
13650,167
13700,166
13750,166
13800,167
13850,168
13900,168
13950,169
14000,167
14050,167
14100,168
14150,170
14200,171
14250,172
14300,170
14350,173
14400,178
14450,176
14500,177
14550,175
14600,177
14650,177
14700,177
14750,178
14800,179
14850,180
14900,180
14950,180
15000,180
15050,180
15100,181
15150,183
15200,183
15250,184
15300,183
15350,188
15400,190
15450,190
15500,187
15550,187
15600,188
15650,188
15700,188
15750,188
15800,189
15850,193
15900,190
15950,191
16000,191
16050,191
16100,192
16150,192
16200,193
16250,193
16300,194
16350,196
16400,196
16450,197
16500,197
16550,197
16600,207
16650,211
16700,205
16750,205
16800,209
16850,205
16900,207
16950,203
17000,218
17050,220
17100,219
17150,215
17200,214
17250,214
17300,211
17350,210
17400,214
17450,217
17500,213
17550,215
17600,220
17650,217
17700,215
17750,221
17800,219
17850,217
17900,224
17950,219
18000,223
18050,223
18100,217
18150,222
18200,218
18250,226
18300,231
18350,235
18400,233
18450,231
18500,231
18550,233
18600,235
18650,235
18700,236
18750,236
18800,238
18850,241
18900,239
18950,239
19000,239
19050,240
19100,241
19150,242
19200,245
19250,242
19300,245
19350,246
19400,247
19450,245
19500,247
19550,246
19600,252
19650,253
19700,251
19750,250
19800,254
19850,257
19900,250
19950,250
20000,251
20050,251
20100,250
20150,241
20200,241
20250,244
20300,252
20350,258
20400,261
20450,257
20500,252
20550,253
20600,247
20650,251
20700,248
20750,250
20800,250
20850,266
20900,262
20950,266
21000,266
21050,268
21100,267
21150,266
21200,270
21250,270
21300,259
21350,257
21400,261
21450,259
21500,257
21550,258
21600,259
21650,260
21700,260
21750,261
21800,261
21850,262
21900,262
21950,262
22000,263
22050,263
22100,264
22150,265
22200,265
22250,266
22300,270
22350,279
22400,286
22450,286
22500,279
22550,283
22600,281
22650,280
22700,279
22750,273
22800,273
22850,278
22900,291
22950,287
23000,287
23050,286
23100,286
23150,288
23200,285
23250,292
23300,282
23350,296
23400,293
23450,292
23500,291
23550,294
23600,293
23650,289
23700,283
23750,284
23800,298
23850,304
23900,297
23950,296
24000,299
24050,299
24100,298
24150,293
24200,296
24250,300
24300,314
24350,307
24400,301
24450,302
24500,303
24550,305
24600,303
24650,296
24700,303
24750,315
24800,312
24850,306
24900,310
24950,308
25000,302
25050,305
25100,302
25150,312
25200,324
25250,316
25300,312
25350,313
25400,316
25450,309
25500,305
25550,310
25600,324
25650,325
25700,320
25750,320
25800,319
25850,317
25900,320
25950,318
26000,318
26050,319
26100,329
26150,336
26200,330
26250,334
26300,332
26350,333
26400,326
26450,322
26500,323
26550,327
26600,327
26650,320
26700,322
26750,322
26800,320
26850,323
26900,335
26950,335
27000,330
27050,331
27100,327
27150,324
27200,325
27250,326
27300,326
27350,327
27400,328
27450,329
27500,331
27550,333
27600,345
27650,336
27700,343
27750,334
27800,334
27850,336
27900,350
27950,355
28000,355
28050,355
28100,359
28150,358
28200,353
28250,353
28300,357
28350,355
28400,356
28450,356
28500,344
28550,344
28600,345
28650,344
28700,344
28750,345
28800,345
28850,346
28900,346
28950,347
29000,347
29050,348
29100,349
29150,350
29200,361
29250,355
29300,350
29350,351
29400,351
29450,355
29500,354
29550,357
29600,356
29650,361
29700,356
29750,356
29800,359
29850,358
29900,362
29950,369
30000,362
30050,360
30100,367
30150,365
30200,381
30250,381
30300,380
30350,380
30400,374
30450,372
30500,380
30550,392
30600,379
30650,390
30700,388
30750,381
30800,378
30850,392
30900,384
30950,385
31000,391
31050,382
31100,374
31150,395
31200,390
31250,388
31300,389
31350,393
31400,380
31450,378
31500,380
31550,379
31600,388
31650,395
31700,394
31750,390
31800,386
31850,388
31900,391
31950,382
32000,383
32050,385
32100,398
32150,393
32200,390
32250,390
32300,395
32350,388
32400,389
32450,390
32500,389
32550,390
32600,390
32650,390
32700,392
32750,396
32800,396
32850,408
32900,398
32950,397
33000,396
33050,395
33100,397
33150,396
33200,399
33250,400
33300,400
33350,401
33400,403
33450,405
33500,407
33550,412
33600,415
33650,407
33700,410
33750,412
33800,410
33850,407
33900,408
33950,408
34000,405
34050,409
34100,409
34150,410
34200,428
34250,423
34300,423
34350,419
34400,421
34450,428
34500,428
34550,426
34600,414
34650,414
34700,415
34750,416
34800,418
34850,421
34900,418
34950,418
35000,419
35050,427
35100,424
35150,423
35200,421
35250,422
35300,429
35350,438
35400,437
35450,443
35500,426
35550,426
35600,427
35650,439
35700,429
35750,428
35800,428
35850,428
35900,439
35950,446
36000,451
36050,447
36100,438
36150,445
36200,464
36250,441
36300,435
36350,439
36400,436
36450,459
36500,458
36550,453
36600,453
36650,463
36700,446
36750,464
36800,470
36850,457
36900,467
36950,476
37000,459
37050,475
37100,470
37150,468
37200,469
37250,474
37300,463
37350,462
37400,466
37450,471
37500,474
37550,471
37600,466
37650,456
37700,451
37750,451
37800,457
37850,453
37900,462
37950,465
38000,475
38050,461
38100,457
38150,459
38200,459
38250,457
38300,459
38350,461
38400,458
38450,460
38500,461
38550,465
38600,483
38650,475
38700,488
38750,476
38800,477
38850,481
38900,489
38950,483
39000,485
39050,478
39100,473
39150,485
39200,483
39250,478
39300,474
39350,486
39400,486
39450,485
39500,484
39550,479
39600,482
39650,476
39700,489
39750,499
39800,481
39850,485
39900,479
39950,481
40000,480
40050,480
40100,488
40150,489
40200,491
40250,486
40300,487
40350,500
40400,484
40450,487
40500,489
40550,485
40600,485
40650,488
40700,505
40750,500
40800,498
40850,491
40900,499
40950,512
41000,498
41050,496
41100,502
41150,518
41200,520
41250,521
41300,508
41350,497
41400,505
41450,510
41500,514
41550,511
41600,512
41650,511
41700,505
41750,499
41800,500
41850,501
41900,513
41950,524
42000,530
42050,519
42100,513
42150,513
42200,524
42250,525
42300,533
42350,530
42400,527
42450,531
42500,530
42550,521
42600,511
42650,514
42700,516
42750,523
42800,529
42850,526
42900,520
42950,516
43000,517
43050,534
43100,537
43150,540
43200,522
43250,518
43300,518
43350,518
43400,519
43450,518
43500,526
43550,546
43600,531
43650,527
43700,528
43750,528
43800,529
43850,525
43900,524
43950,525
44000,534
44050,556
44100,536
44150,532
44200,540
44250,541
44300,557
44350,560
44400,562
44450,563
44500,550
44550,557
44600,546
44650,543
44700,536
44750,534
44800,539
44850,543
44900,544
44950,539
45000,548
45050,568
45100,567
45150,569
45200,550
45250,541
45300,544
45350,545
45400,542
45450,544
45500,554
45550,570
45600,562
45650,550
45700,546
45750,548
45800,575
45850,580
45900,573
45950,549
46000,559
46050,561
46100,554
46150,561
46200,573
46250,577
46300,566
46350,562
46400,556
46450,558
46500,581
46550,576
46600,573
46650,557
46700,558
46750,558
46800,559
46850,563
46900,567
46950,591
47000,602
47050,594
47100,586
47150,574
47200,578
47250,593
47300,592
47350,597
47400,584
47450,599
47500,599
47550,588
47600,577
47650,575
47700,599
47750,598
47800,601
47850,597
47900,576
47950,606
48000,604
48050,599
48100,592
48150,575
48200,605
48250,598
48300,601
48350,590
48400,605
48450,618
48500,611
48550,602
48600,585
48650,580
48700,581
48750,581
48800,583
48850,584
48900,584
48950,585
49000,602
49050,586
49100,586
49150,586
49200,587
49250,613
49300,614
49350,609
49400,602
49450,593
49500,604
49550,591
49600,591
49650,593
49700,593
49750,594
49800,598
49850,595
49900,596
49950,595
50000,611
