0,0
50,5
100,13
150,23
200,44
250,53
300,98
350,89
400,120
450,130
500,149
550,187
600,217
650,227
700,237
750,254
800,308
850,351
900,355
950,377
1000,433
1050,453
1100,469
1150,491
1200,564
1250,565
1300,554
1350,574
1400,664
1450,692
1500,714
1550,724
1600,810
1650,778
1700,869
1750,924
1800,968
1850,1021
1900,1042
1950,1082
2000,1117
2050,1142
2100,1137
2150,1209
2200,1233
2250,1319
2300,1355
2350,1419
2400,1408
2450,1483
2500,1482
2550,1497
2600,1518
2650,1618
2700,1584
2750,1657
2800,1636
2850,1774
2900,1872
2950,1848
3000,1889
3050,1899
3100,1958
3150,1999
3200,2037
3250,2041
3300,2079
3350,2100
3400,2191
3450,2137
3500,2354
3550,2350
3600,2430
3650,2404
3700,2471
3750,2647
3800,2621
3850,2735
3900,2747
3950,2769
4000,2854
4050,2876
4100,2889
4150,2946
4200,2955
4250,2988
4300,3138
4350,3063
4400,3127
4450,3110
4500,3293
4550,3361
4600,3385
4650,3470
4700,3509
4750,3437
4800,3572
4850,3547
4900,3629
4950,3681
5000,3692
5050,3887
5100,3943
5150,3982
5200,4000
5250,4098
5300,4094
5350,4335
5400,4349
5450,4441
5500,4456
5550,4470
5600,4569
5650,4550
5700,4588
5750,4651
5800,4739
5850,4722
5900,4829
5950,4840
6000,4814
6050,4917
6100,4944
6150,5008
6200,4997
6250,5279
6300,5400
6350,5389
6400,5382
6450,5422
6500,5570
6550,5531
6600,5565
6650,5659
6700,5641
6750,5706
6800,5716
6850,5769
6900,6132
6950,6065
7000,6204
7050,6223
7100,6284
7150,6292
7200,6327
7250,6397
7300,6434
7350,6468
7400,6536
7450,6548
7500,6629
7550,6660
7600,6677
7650,6747
7700,6733
7750,6826
7800,6863
7850,6840
7900,6982
7950,7337
8000,7262
8050,7414
8100,7384
8150,7505
8200,7542
8250,7553
8300,7543
8350,7664
8400,7643
8450,7803
8500,7737
8550,7781
8600,7849
8650,7922
8700,7931
8750,8014
8800,8016
8850,8118
8900,8124
8950,8141
9000,8206
9050,8282
9100,8317
9150,8299
9200,8459
9250,8415
9300,8462
9350,8475
9400,8594
9450,8962
9500,8959
9550,9069
9600,9068
9650,9158
9700,9115
9750,9279
9800,9301
9850,9341
9900,9331
9950,9406
10000,9478
